,competênciamov,município,seção,saldomovimentação,sexo,graudeinstrução
301,2023-01-01,Pb-Cabedelo,"Atividades Financeiras, de Seguros e Serviços Relacionados",1,Mulher,2
302,2023-01-01,Pb-Cabedelo,Atividades Imobiliárias,-1,Homem,6
303,2023-01-01,Pb-Cabedelo,Atividades Imobiliárias,-1,Mulher,2
304,2023-01-01,Pb-Cabedelo,Atividades Imobiliárias,1,Homem,2
305,2023-01-01,Pb-Cabedelo,"Atividades Profissionais, Científicas e Técnicas",-1,Homem,17
306,2023-01-01,Pb-Cabedelo,"Atividades Profissionais, Científicas e Técnicas",1,Homem,1
307,2023-01-01,Pb-Cabedelo,"Atividades Profissionais, Científicas e Técnicas",1,Mulher,1
308,2023-01-01,Pb-Cabedelo,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Homem,154
309,2023-01-01,Pb-Cabedelo,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Mulher,88
310,2023-01-01,Pb-Cabedelo,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Homem,138
311,2023-01-01,Pb-Cabedelo,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Mulher,65
312,2023-01-01,Pb-Cabedelo,Construção,-1,Homem,142
313,2023-01-01,Pb-Cabedelo,Construção,-1,Mulher,2
314,2023-01-01,Pb-Cabedelo,Construção,1,Homem,181
315,2023-01-01,Pb-Cabedelo,Construção,1,Mulher,6
316,2023-01-01,Pb-Cabedelo,Educação,-1,Homem,9
317,2023-01-01,Pb-Cabedelo,Educação,-1,Mulher,11
318,2023-01-01,Pb-Cabedelo,Educação,1,Homem,13
319,2023-01-01,Pb-Cabedelo,Educação,1,Mulher,10
320,2023-01-01,Pb-Cabedelo,Indústrias de Transformação,-1,Homem,71
321,2023-01-01,Pb-Cabedelo,Indústrias de Transformação,-1,Mulher,16
322,2023-01-01,Pb-Cabedelo,Indústrias de Transformação,1,Homem,90
323,2023-01-01,Pb-Cabedelo,Indústrias de Transformação,1,Mulher,20
324,2023-01-01,Pb-Cabedelo,Informação e Comunicação,-1,Homem,6
325,2023-01-01,Pb-Cabedelo,Informação e Comunicação,-1,Mulher,1
326,2023-01-01,Pb-Cabedelo,Informação e Comunicação,1,Homem,7
327,2023-01-01,Pb-Cabedelo,Informação e Comunicação,1,Mulher,5
328,2023-01-01,Pb-Cabedelo,Outras Atividades de Serviços,-1,Homem,1
329,2023-01-01,Pb-Cabedelo,Outras Atividades de Serviços,-1,Mulher,3
330,2023-01-01,Pb-Cabedelo,Outras Atividades de Serviços,1,Mulher,5
331,2023-01-01,Pb-Cabedelo,Saúde Humana e Serviços Sociais,-1,Mulher,2
332,2023-01-01,Pb-Cabedelo,"Transporte, Armazenagem e Correio",-1,Homem,11
333,2023-01-01,Pb-Cabedelo,"Transporte, Armazenagem e Correio",-1,Mulher,2
334,2023-01-01,Pb-Cabedelo,"Transporte, Armazenagem e Correio",1,Homem,17
335,2023-01-01,Pb-Cabedelo,"Transporte, Armazenagem e Correio",1,Mulher,4
336,2023-01-01,Pb-Cabedelo,"Água, Esgoto, Atividades de Gestão de Resíduos e Descontaminação",-1,Homem,2
337,2023-01-01,Pb-Cabedelo,"Água, Esgoto, Atividades de Gestão de Resíduos e Descontaminação",-1,Mulher,1
338,2023-01-01,Pb-Cachoeira dos Indios,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Homem,2
339,2023-01-01,Pb-Cachoeira dos Indios,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Mulher,1
340,2023-01-01,Pb-Cachoeira dos Indios,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Mulher,1
341,2023-01-01,Pb-Cachoeira dos Indios,Construção,-1,Homem,1
342,2023-01-01,Pb-Cachoeira dos Indios,Construção,1,Homem,3
343,2023-01-01,Pb-Cacimba de Areia,Construção,-1,Homem,1
344,2023-01-01,Pb-Cacimba de Dentro,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Homem,1
345,2023-01-01,Pb-Cacimba de Dentro,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Mulher,1
346,2023-01-01,Pb-Cacimba de Dentro,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Mulher,1
347,2023-01-01,Pb-Cacimba de Dentro,Construção,-1,Homem,2
348,2023-01-01,Pb-Cacimba de Dentro,Construção,1,Homem,2
349,2023-01-01,Pb-Cacimba de Dentro,Educação,-1,Mulher,1
350,2023-01-01,Pb-Cacimba de Dentro,Informação e Comunicação,1,Mulher,1
351,2023-01-01,Pb-Cacimbas,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Homem,2
352,2023-01-01,Pb-Cacimbas,Informação e Comunicação,-1,Homem,1
353,2023-01-01,Pb-Caicara,"Agricultura, Pecuária, Produção Florestal, Pesca e AqÜIcultura",-1,Homem,1
354,2023-01-01,Pb-Caicara,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Homem,2
355,2023-01-01,Pb-Caicara,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Homem,1
356,2023-01-01,Pb-Caicara,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Mulher,1
357,2023-01-01,Pb-Caicara,Construção,-1,Homem,1
358,2023-01-01,Pb-Caicara,Informação e Comunicação,-1,Homem,1
359,2023-01-01,Pb-Caicara,Outras Atividades de Serviços,-1,Mulher,1
360,2023-01-01,Pb-Caicara,Outras Atividades de Serviços,1,Mulher,1
361,2023-01-01,Pb-Cajazeiras,Alojamento e Alimentação,-1,Homem,4
362,2023-01-01,Pb-Cajazeiras,Alojamento e Alimentação,-1,Mulher,4
363,2023-01-01,Pb-Cajazeiras,Alojamento e Alimentação,1,Homem,7
364,2023-01-01,Pb-Cajazeiras,Alojamento e Alimentação,1,Mulher,5
365,2023-01-01,Pb-Cajazeiras,"Artes, Cultura, Esporte e Recreação",-1,Mulher,1
366,2023-01-01,Pb-Cajazeiras,"Artes, Cultura, Esporte e Recreação",1,Mulher,2
367,2023-01-01,Pb-Cajazeiras,Atividades Administrativas e Serviços Complementares,-1,Homem,2
368,2023-01-01,Pb-Cajazeiras,Atividades Administrativas e Serviços Complementares,-1,Mulher,3
369,2023-01-01,Pb-Cajazeiras,Atividades Administrativas e Serviços Complementares,1,Homem,8
370,2023-01-01,Pb-Cajazeiras,Atividades Administrativas e Serviços Complementares,1,Mulher,5
371,2023-01-01,Pb-Cajazeiras,"Atividades Financeiras, de Seguros e Serviços Relacionados",-1,Mulher,1
372,2023-01-01,Pb-Cajazeiras,Atividades Imobiliárias,-1,Homem,1
373,2023-01-01,Pb-Cajazeiras,"Atividades Profissionais, Científicas e Técnicas",-1,Homem,2
374,2023-01-01,Pb-Cajazeiras,"Atividades Profissionais, Científicas e Técnicas",-1,Mulher,4
375,2023-01-01,Pb-Cajazeiras,"Atividades Profissionais, Científicas e Técnicas",1,Homem,1
376,2023-01-01,Pb-Cajazeiras,"Atividades Profissionais, Científicas e Técnicas",1,Mulher,1
377,2023-01-01,Pb-Cajazeiras,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Homem,53
378,2023-01-01,Pb-Cajazeiras,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Mulher,39
379,2023-01-01,Pb-Cajazeiras,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Homem,39
380,2023-01-01,Pb-Cajazeiras,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Mulher,31
381,2023-01-01,Pb-Cajazeiras,Construção,-1,Homem,29
382,2023-01-01,Pb-Cajazeiras,Construção,-1,Mulher,2
383,2023-01-01,Pb-Cajazeiras,Construção,1,Homem,58
384,2023-01-01,Pb-Cajazeiras,Construção,1,Mulher,2
385,2023-01-01,Pb-Cajazeiras,Educação,-1,Homem,5
386,2023-01-01,Pb-Cajazeiras,Educação,-1,Mulher,11
387,2023-01-01,Pb-Cajazeiras,Educação,1,Homem,3
388,2023-01-01,Pb-Cajazeiras,Educação,1,Mulher,2
389,2023-01-01,Pb-Cajazeiras,Indústrias de Transformação,-1,Homem,13
390,2023-01-01,Pb-Cajazeiras,Indústrias de Transformação,-1,Mulher,4
391,2023-01-01,Pb-Cajazeiras,Indústrias de Transformação,1,Homem,27
392,2023-01-01,Pb-Cajazeiras,Indústrias de Transformação,1,Mulher,7
393,2023-01-01,Pb-Cajazeiras,Informação e Comunicação,-1,Homem,2
394,2023-01-01,Pb-Cajazeiras,Informação e Comunicação,1,Homem,7
395,2023-01-01,Pb-Cajazeiras,Informação e Comunicação,1,Mulher,2
396,2023-01-01,Pb-Cajazeiras,Outras Atividades de Serviços,-1,Homem,1
397,2023-01-01,Pb-Cajazeiras,Outras Atividades de Serviços,-1,Mulher,4
398,2023-01-01,Pb-Cajazeiras,Outras Atividades de Serviços,1,Homem,2
399,2023-01-01,Pb-Cajazeiras,Outras Atividades de Serviços,1,Mulher,2
400,2023-01-01,Pb-Cajazeiras,Saúde Humana e Serviços Sociais,-1,Mulher,6
401,2023-01-01,Pb-Cajazeiras,Saúde Humana e Serviços Sociais,1,Mulher,9
402,2023-01-01,Pb-Cajazeiras,"Transporte, Armazenagem e Correio",-1,Homem,1
403,2023-01-01,Pb-Cajazeiras,"Transporte, Armazenagem e Correio",1,Homem,6
404,2023-01-01,Pb-Cajazeiras,"Transporte, Armazenagem e Correio",1,Mulher,3
405,2023-01-01,Pb-Cajazeiras,"Água, Esgoto, Atividades de Gestão de Resíduos e Descontaminação",1,Homem,1
406,2023-01-01,Pb-Cajazeirinhas,"Atividades Profissionais, Científicas e Técnicas",1,Mulher,1
407,2023-01-01,Pb-Caldas Brandao,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Homem,1
408,2023-01-01,Pb-Caldas Brandao,Construção,-1,Homem,1
409,2023-01-01,Pb-Caldas Brandao,Indústrias de Transformação,-1,Homem,2
410,2023-01-01,Pb-Camalau,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Homem,3
411,2023-01-01,Pb-Camalau,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Mulher,1
412,2023-01-01,Pb-Campina Grande,"Agricultura, Pecuária, Produção Florestal, Pesca e AqÜIcultura",-1,Homem,5
413,2023-01-01,Pb-Campina Grande,"Agricultura, Pecuária, Produção Florestal, Pesca e AqÜIcultura",1,Homem,9
414,2023-01-01,Pb-Campina Grande,Alojamento e Alimentação,-1,Homem,67
415,2023-01-01,Pb-Campina Grande,Alojamento e Alimentação,-1,Mulher,59
416,2023-01-01,Pb-Campina Grande,Alojamento e Alimentação,1,Homem,62
417,2023-01-01,Pb-Campina Grande,Alojamento e Alimentação,1,Mulher,63
418,2023-01-01,Pb-Campina Grande,"Artes, Cultura, Esporte e Recreação",-1,Homem,3
419,2023-01-01,Pb-Campina Grande,"Artes, Cultura, Esporte e Recreação",-1,Mulher,1
420,2023-01-01,Pb-Campina Grande,"Artes, Cultura, Esporte e Recreação",1,Homem,28
421,2023-01-01,Pb-Campina Grande,"Artes, Cultura, Esporte e Recreação",1,Mulher,6
422,2023-01-01,Pb-Campina Grande,Atividades Administrativas e Serviços Complementares,-1,Homem,380
423,2023-01-01,Pb-Campina Grande,Atividades Administrativas e Serviços Complementares,-1,Mulher,439
424,2023-01-01,Pb-Campina Grande,Atividades Administrativas e Serviços Complementares,1,Homem,368
425,2023-01-01,Pb-Campina Grande,Atividades Administrativas e Serviços Complementares,1,Mulher,360
426,2023-01-01,Pb-Campina Grande,"Atividades Financeiras, de Seguros e Serviços Relacionados",-1,Homem,7
427,2023-01-01,Pb-Campina Grande,"Atividades Financeiras, de Seguros e Serviços Relacionados",-1,Mulher,5
428,2023-01-01,Pb-Campina Grande,"Atividades Financeiras, de Seguros e Serviços Relacionados",1,Homem,7
429,2023-01-01,Pb-Campina Grande,"Atividades Financeiras, de Seguros e Serviços Relacionados",1,Mulher,5
430,2023-01-01,Pb-Campina Grande,Atividades Imobiliárias,-1,Homem,2
431,2023-01-01,Pb-Campina Grande,Atividades Imobiliárias,-1,Mulher,4
432,2023-01-01,Pb-Campina Grande,Atividades Imobiliárias,1,Homem,3
433,2023-01-01,Pb-Campina Grande,Atividades Imobiliárias,1,Mulher,2
434,2023-01-01,Pb-Campina Grande,"Atividades Profissionais, Científicas e Técnicas",-1,Homem,39
435,2023-01-01,Pb-Campina Grande,"Atividades Profissionais, Científicas e Técnicas",-1,Mulher,32
436,2023-01-01,Pb-Campina Grande,"Atividades Profissionais, Científicas e Técnicas",1,Homem,31
437,2023-01-01,Pb-Campina Grande,"Atividades Profissionais, Científicas e Técnicas",1,Mulher,37
438,2023-01-01,Pb-Campina Grande,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Homem,444
439,2023-01-01,Pb-Campina Grande,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Mulher,312
440,2023-01-01,Pb-Campina Grande,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Homem,559
441,2023-01-01,Pb-Campina Grande,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Mulher,395
442,2023-01-01,Pb-Campina Grande,Construção,-1,Homem,197
443,2023-01-01,Pb-Campina Grande,Construção,-1,Mulher,29
444,2023-01-01,Pb-Campina Grande,Construção,1,Homem,214
445,2023-01-01,Pb-Campina Grande,Construção,1,Mulher,18
446,2023-01-01,Pb-Campina Grande,Educação,-1,Homem,49
447,2023-01-01,Pb-Campina Grande,Educação,-1,Mulher,130
448,2023-01-01,Pb-Campina Grande,Educação,1,Homem,85
449,2023-01-01,Pb-Campina Grande,Educação,1,Mulher,198
450,2023-01-01,Pb-Campina Grande,Eletricidade e Gás,1,Homem,1
451,2023-01-01,Pb-Campina Grande,Indústrias Extrativas,-1,Homem,4
452,2023-01-01,Pb-Campina Grande,Indústrias Extrativas,-1,Mulher,1
453,2023-01-01,Pb-Campina Grande,Indústrias Extrativas,1,Homem,1
454,2023-01-01,Pb-Campina Grande,Indústrias de Transformação,-1,Homem,553
455,2023-01-01,Pb-Campina Grande,Indústrias de Transformação,-1,Mulher,118
456,2023-01-01,Pb-Campina Grande,Indústrias de Transformação,1,Homem,146
457,2023-01-01,Pb-Campina Grande,Indústrias de Transformação,1,Mulher,48
458,2023-01-01,Pb-Campina Grande,Informação e Comunicação,-1,Homem,19
459,2023-01-01,Pb-Campina Grande,Informação e Comunicação,-1,Mulher,16
460,2023-01-01,Pb-Campina Grande,Informação e Comunicação,1,Homem,34
461,2023-01-01,Pb-Campina Grande,Informação e Comunicação,1,Mulher,21
462,2023-01-01,Pb-Campina Grande,Outras Atividades de Serviços,-1,Homem,19
463,2023-01-01,Pb-Campina Grande,Outras Atividades de Serviços,-1,Mulher,20
464,2023-01-01,Pb-Campina Grande,Outras Atividades de Serviços,1,Homem,28
465,2023-01-01,Pb-Campina Grande,Outras Atividades de Serviços,1,Mulher,28
466,2023-01-01,Pb-Campina Grande,Saúde Humana e Serviços Sociais,-1,Homem,27
467,2023-01-01,Pb-Campina Grande,Saúde Humana e Serviços Sociais,-1,Mulher,57
468,2023-01-01,Pb-Campina Grande,Saúde Humana e Serviços Sociais,1,Homem,42
469,2023-01-01,Pb-Campina Grande,Saúde Humana e Serviços Sociais,1,Mulher,62
470,2023-01-01,Pb-Campina Grande,"Transporte, Armazenagem e Correio",-1,Homem,48
471,2023-01-01,Pb-Campina Grande,"Transporte, Armazenagem e Correio",-1,Mulher,6
472,2023-01-01,Pb-Campina Grande,"Transporte, Armazenagem e Correio",1,Homem,94
473,2023-01-01,Pb-Campina Grande,"Transporte, Armazenagem e Correio",1,Mulher,2
474,2023-01-01,Pb-Campina Grande,"Água, Esgoto, Atividades de Gestão de Resíduos e Descontaminação",-1,Homem,5
475,2023-01-01,Pb-Campina Grande,"Água, Esgoto, Atividades de Gestão de Resíduos e Descontaminação",1,Homem,3
476,2023-01-01,Pb-Campina Grande,"Água, Esgoto, Atividades de Gestão de Resíduos e Descontaminação",1,Mulher,1
477,2023-01-01,Pb-Campo de Santana,"Agricultura, Pecuária, Produção Florestal, Pesca e AqÜIcultura",-1,Homem,1
478,2023-01-01,Pb-Campo de Santana,Alojamento e Alimentação,-1,Homem,1
479,2023-01-01,Pb-Campo de Santana,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Mulher,1
480,2023-01-01,Pb-Campo de Santana,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Homem,1
481,2023-01-01,Pb-Campo de Santana,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Mulher,1
482,2023-01-01,Pb-Capim,Atividades Administrativas e Serviços Complementares,-1,Mulher,1
483,2023-01-01,Pb-Capim,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Mulher,1
484,2023-01-01,Pb-Capim,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Homem,2
485,2023-01-01,Pb-Capim,"Transporte, Armazenagem e Correio",-1,Mulher,1
486,2023-01-01,Pb-Caraubas,Atividades Administrativas e Serviços Complementares,-1,Mulher,1
487,2023-01-01,Pb-Caraubas,Atividades Administrativas e Serviços Complementares,1,Homem,1
488,2023-01-01,Pb-Casserengue,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Mulher,1
489,2023-01-01,Pb-Casserengue,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Mulher,1
490,2023-01-01,Pb-Casserengue,Construção,-1,Homem,1
491,2023-01-01,Pb-Catingueira,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Homem,1
492,2023-01-01,Pb-Catingueira,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Homem,2
493,2023-01-01,Pb-Catingueira,Construção,-1,Homem,2
494,2023-01-01,Pb-Catingueira,Construção,1,Homem,4
495,2023-01-01,Pb-Catole do Rocha,"Agricultura, Pecuária, Produção Florestal, Pesca e AqÜIcultura",-1,Homem,1
496,2023-01-01,Pb-Catole do Rocha,Alojamento e Alimentação,-1,Homem,1
497,2023-01-01,Pb-Catole do Rocha,Alojamento e Alimentação,-1,Mulher,1
498,2023-01-01,Pb-Catole do Rocha,Alojamento e Alimentação,1,Homem,1
499,2023-01-01,Pb-Catole do Rocha,Alojamento e Alimentação,1,Mulher,1
500,2023-01-01,Pb-Catole do Rocha,"Artes, Cultura, Esporte e Recreação",1,Homem,1
501,2023-01-01,Pb-Catole do Rocha,Atividades Administrativas e Serviços Complementares,-1,Homem,21
502,2023-01-01,Pb-Catole do Rocha,Atividades Administrativas e Serviços Complementares,-1,Mulher,7
503,2023-01-01,Pb-Catole do Rocha,Atividades Administrativas e Serviços Complementares,1,Homem,5
504,2023-01-01,Pb-Catole do Rocha,Atividades Administrativas e Serviços Complementares,1,Mulher,5
505,2023-01-01,Pb-Catole do Rocha,Atividades Imobiliárias,-1,Mulher,1
506,2023-01-01,Pb-Catole do Rocha,"Atividades Profissionais, Científicas e Técnicas",-1,Homem,2
507,2023-01-01,Pb-Catole do Rocha,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Homem,10
508,2023-01-01,Pb-Catole do Rocha,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Mulher,10
509,2023-01-01,Pb-Catole do Rocha,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Homem,6
510,2023-01-01,Pb-Catole do Rocha,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Mulher,11
511,2023-01-01,Pb-Catole do Rocha,Construção,-1,Homem,2
512,2023-01-01,Pb-Catole do Rocha,Construção,1,Homem,9
513,2023-01-01,Pb-Catole do Rocha,Educação,-1,Homem,2
514,2023-01-01,Pb-Catole do Rocha,Educação,-1,Mulher,2
515,2023-01-01,Pb-Catole do Rocha,Educação,1,Mulher,1
516,2023-01-01,Pb-Catole do Rocha,Indústrias de Transformação,-1,Homem,12
517,2023-01-01,Pb-Catole do Rocha,Indústrias de Transformação,-1,Mulher,11
518,2023-01-01,Pb-Catole do Rocha,Indústrias de Transformação,1,Homem,7
519,2023-01-01,Pb-Catole do Rocha,Informação e Comunicação,-1,Homem,2
520,2023-01-01,Pb-Catole do Rocha,Informação e Comunicação,-1,Mulher,2
521,2023-01-01,Pb-Catole do Rocha,Informação e Comunicação,1,Mulher,1
522,2023-01-01,Pb-Catole do Rocha,Outras Atividades de Serviços,-1,Mulher,1
523,2023-01-01,Pb-Catole do Rocha,Outras Atividades de Serviços,1,Mulher,1
524,2023-01-01,Pb-Catole do Rocha,"Água, Esgoto, Atividades de Gestão de Resíduos e Descontaminação",-1,Homem,1
525,2023-01-01,Pb-Caturite,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Homem,1
526,2023-01-01,Pb-Caturite,Indústrias de Transformação,-1,Homem,5
527,2023-01-01,Pb-Caturite,Indústrias de Transformação,1,Homem,3
528,2023-01-01,Pb-Caturite,"Transporte, Armazenagem e Correio",-1,Mulher,1
529,2023-01-01,Pb-Conceicao,"Administração Pública, Defesa e Seguridade Social",-1,Mulher,1
530,2023-01-01,Pb-Conceicao,Alojamento e Alimentação,1,Homem,1
531,2023-01-01,Pb-Conceicao,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Homem,12
532,2023-01-01,Pb-Conceicao,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Mulher,2
533,2023-01-01,Pb-Conceicao,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Homem,6
534,2023-01-01,Pb-Conceicao,Construção,-1,Homem,1
535,2023-01-01,Pb-Conceicao,Construção,1,Homem,3
536,2023-01-01,Pb-Conceicao,Educação,-1,Mulher,1
537,2023-01-01,Pb-Condado,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Homem,1
538,2023-01-01,Pb-Condado,Construção,-1,Homem,1
539,2023-01-01,Pb-Condado,Outras Atividades de Serviços,1,Homem,1
540,2023-01-01,Pb-Conde,"Agricultura, Pecuária, Produção Florestal, Pesca e AqÜIcultura",-1,Homem,5
541,2023-01-01,Pb-Conde,"Agricultura, Pecuária, Produção Florestal, Pesca e AqÜIcultura",1,Homem,2
542,2023-01-01,Pb-Conde,Alojamento e Alimentação,-1,Homem,13
543,2023-01-01,Pb-Conde,Alojamento e Alimentação,-1,Mulher,4
544,2023-01-01,Pb-Conde,Alojamento e Alimentação,1,Homem,9
545,2023-01-01,Pb-Conde,Alojamento e Alimentação,1,Mulher,12
546,2023-01-01,Pb-Conde,Atividades Administrativas e Serviços Complementares,-1,Homem,7
547,2023-01-01,Pb-Conde,Atividades Administrativas e Serviços Complementares,-1,Mulher,1
548,2023-01-01,Pb-Conde,Atividades Administrativas e Serviços Complementares,1,Homem,2
549,2023-01-01,Pb-Conde,Atividades Administrativas e Serviços Complementares,1,Mulher,4
550,2023-01-01,Pb-Conde,Atividades Imobiliárias,-1,Mulher,1
551,2023-01-01,Pb-Conde,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Homem,45
552,2023-01-01,Pb-Conde,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Mulher,17
553,2023-01-01,Pb-Conde,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Homem,55
554,2023-01-01,Pb-Conde,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Mulher,14
555,2023-01-01,Pb-Conde,Construção,-1,Homem,14
556,2023-01-01,Pb-Conde,Construção,1,Homem,27
557,2023-01-01,Pb-Conde,Construção,1,Mulher,2
